Data,Produto,Categoria,Região,Vendedor,Vendas,Quantidade,Custo,Lucro,Cidade,Latitude,Longitude
2024-04-15,SSD,Informática,Sul,Ana Silva,7342,21,1119.2266248189571,6222.77,Joinville,-26.257523,-48.820228
2024-01-31,Teclado,Armazenamento,Oeste,Bruno Costa,10895,8,4764.755494509062,6130.24,Desconhecida,,
2023-09-18,Webcam,Armazenamento,Norte,Bruno Costa,10060,21,5093.35559526767,4966.64,Belém,-1.453154,-48.523202
2025-03-15,Memória RAM,Armazenamento,Oeste,Carla Dias,4925,17,499.9641065561012,4425.04,Desconhecida,,
2025-07-22,Webcam,Informática,Norte,Eva Santos,3559,9,2004.575159899984,1554.42,Manaus,-3.142655,-59.97874
2025-06-23,SSD,Periféricos,Sul,Bruno Costa,839,20,6380.058416074021,-5541.06,Blumenau,-26.913014,-49.043996
2025-12-12,Mouse,Informática,Leste,Ana Silva,7178,13,473.0270517287219,6704.97,Desconhecida,,
2025-07-28,Webcam,Armazenamento,Norte,Diego Lima,7412,2,6852.302218135806,559.6999999999998,Manaus,-3.08741,-60.064947
2025-05-03,Mouse,Informática,Sul,Bruno Costa,5814,4,5292.646814088562,521.3500000000004,Caxias do Sul,-29.191944,-51.163108
2024-08-15,Webcam,Periféricos,Sul,Eva Santos,6916,29,3520.632214156582,3395.37,Caxias do Sul,-29.205932,-51.135695
2024-12-14,Webcam,Informática,Leste,Carla Dias,9511,25,2823.748163849654,6687.25,Desconhecida,,
2024-09-23,Mouse,Periféricos,Sul,Ana Silva,1102,2,232.4517936832402,869.55,Florianópolis,-27.586637,-48.526194
2023-02-28,Headphone,Periféricos,Sul,Carla Dias,6292,4,6615.702370354597,-323.6999999999998,Florianópolis,-27.601134,-48.582371
2023-05-08,Webcam,Informática,Norte,Diego Lima,6117,18,1210.3570834308216,4906.64,Boa Vista,2.873477,-60.680265
2025-01-05,Teclado,Armazenamento,Norte,Bruno Costa,7355,5,2531.5725755477374,4823.43,Manaus,-3.081747,-60.023462
2024-12-21,Memória RAM,Periféricos,Leste,Bruno Costa,11838,19,4587.327284473407,7250.67,Desconhecida,,
2024-06-09,SSD,Informática,Leste,Eva Santos,2634,10,2028.2613925643336,605.74,Desconhecida,,
2024-06-04,Headphone,Periféricos,Sul,Bruno Costa,2004,18,4017.3524729174346,-2013.35,Londrina,-23.323028,-51.184084
2024-07-05,Mouse,Armazenamento,Norte,Ana Silva,11781,25,6489.995203610522,5291.0,Palmas,-10.253855,-48.332684
2023-08-25,Headphone,Informática,Leste,Diego Lima,3381,21,3806.660443538977,-425.6599999999999,Desconhecida,,
2024-05-08,Headset,Informática,Leste,Carla Dias,2747,10,7595.9005654272,-4848.9,Desconhecida,,
2023-01-04,Headset,Informática,Oeste,Diego Lima,7979,5,6792.204913380626,1186.8000000000002,Desconhecida,,
2024-10-27,Webcam,Armazenamento,Leste,Bruno Costa,8336,17,2717.670744078082,5618.33,Desconhecida,,
2024-03-17,Webcam,Periféricos,Sul,Carla Dias,4133,22,3247.700026704787,885.3000000000002,Caxias do Sul,-29.208398,-51.134415
2023-01-29,Teclado,Informática,Norte,Eva Santos,7113,13,3432.747678018415,3680.25,Boa Vista,2.848351,-60.638173
2024-09-01,Memória RAM,Periféricos,Leste,Diego Lima,6834,23,5039.341267162156,1794.66,Desconhecida,,
2025-03-15,SSD,Periféricos,Oeste,Carla Dias,10533,17,2351.4221751732352,8181.58,Desconhecida,,
2023-03-16,Headphone,Armazenamento,Norte,Carla Dias,10977,9,7756.453179474268,3220.55,Macapá,-0.009037,-51.082512
2025-04-17,Headset,Informática,Leste,Carla Dias,806,24,4900.779027179728,-4094.78,Desconhecida,,
2023-05-08,Webcam,Periféricos,Oeste,Ana Silva,7893,12,3243.261137229777,4649.74,Desconhecida,,
2023-02-11,SSD,Informática,Leste,Diego Lima,11682,14,5188.477738693213,6493.52,Desconhecida,,
2023-02-10,Headphone,Informática,Norte,Carla Dias,6989,14,3211.6076833952848,3777.39,Porto Velho,-8.776662,-63.897009
2025-07-22,Webcam,Armazenamento,Norte,Diego Lima,10138,8,6556.941793356998,3581.0600000000004,Palmas,-10.261213,-48.315548
2023-02-03,Webcam,Informática,Norte,Carla Dias,6462,23,4577.300407569633,1884.7,Rio Branco,-9.92878,-67.822702
2025-11-06,Headset,Informática,Sul,Eva Santos,8088,5,412.4063869760506,7675.59,Curitiba,-25.399033,-49.317428
2025-09-24,Headset,Periféricos,Leste,Eva Santos,10104,19,1479.9143899938092,8624.09,Desconhecida,,
2024-08-10,Webcam,Armazenamento,Sul,Eva Santos,6326,28,6930.752266393914,-604.75,Blumenau,-26.870729,-49.070262
2023-12-08,Mouse,Informática,Norte,Bruno Costa,3435,14,4538.166624745776,-1103.17,Manaus,-3.112799,-60.059044
2023-01-27,Webcam,Periféricos,Oeste,Carla Dias,9927,9,7606.720333990128,2320.28,Desconhecida,,
2024-10-07,SSD,Armazenamento,Leste,Bruno Costa,5709,7,653.5847178566236,5055.42,Desconhecida,,
2024-12-31,Webcam,Armazenamento,Sul,Diego Lima,3713,27,2418.464190280913,1294.54,Curitiba,-25.415505,-49.262056
2023-06-17,Teclado,Periféricos,Leste,Bruno Costa,10782,26,1612.863516057415,9169.14,Desconhecida,,
2024-09-01,Memória RAM,Periféricos,Oeste,Diego Lima,4734,26,4466.415114451591,267.5799999999999,Desconhecida,,
2023-09-25,Teclado,Periféricos,Sul,Diego Lima,4967,8,3111.719222152882,1855.28,Curitiba,-25.456773,-49.237265
2025-03-31,Teclado,Periféricos,Norte,Diego Lima,5191,14,1325.6063898850343,3865.39,Macapá,0.04974,-51.077378
2024-03-30,Mouse,Periféricos,Sul,Bruno Costa,11442,22,5170.595158559611,6271.4,Curitiba,-25.444498,-49.252922
2025-06-24,Mouse,Informática,Leste,Carla Dias,6332,28,4327.483057113717,2004.5200000000004,Desconhecida,,
2025-07-10,Webcam,Informática,Leste,Bruno Costa,8176,14,2255.911110266704,5920.09,Desconhecida,,
2025-09-07,Teclado,Armazenamento,Leste,Carla Dias,3394,11,3879.789153636432,-485.79,Desconhecida,,
2024-12-02,Mouse,Informática,Leste,Carla Dias,1190,14,5986.24745512622,-4796.25,Desconhecida,,
2024-09-25,Headset,Informática,Norte,Diego Lima,11469,21,1705.7516624412156,9763.25,Belém,-1.444748,-48.509437
2023-05-10,Webcam,Informática,Sul,Bruno Costa,2423,8,2399.8135138776943,23.19000000000005,Caxias do Sul,-29.213848,-51.156552
2025-10-16,SSD,Periféricos,Norte,Carla Dias,3779,3,2821.199017785392,957.8000000000002,Porto Velho,-8.806882,-63.949914
2025-03-29,Memória RAM,Armazenamento,Norte,Eva Santos,2264,28,5994.07338263217,-3730.07,Palmas,-10.204213,-48.29865
2024-11-23,Headphone,Armazenamento,Norte,Carla Dias,7514,29,6787.626988443183,726.3699999999999,Rio Branco,-9.978236,-67.826295
2025-03-04,Webcam,Armazenamento,Leste,Eva Santos,1827,29,3060.996891817558,-1234.0,Desconhecida,,
2023-01-29,Headphone,Armazenamento,Leste,Bruno Costa,3244,23,2429.2372257246325,814.7600000000002,Desconhecida,,
2023-05-29,Teclado,Informática,Leste,Bruno Costa,9340,18,7124.418326145284,2215.58,Desconhecida,,
2023-01-11,Memória RAM,Informática,Sul,Bruno Costa,6023,3,7994.970262966016,-1971.9700000000005,Caxias do Sul,-29.209926,-51.190932
2024-11-06,Headphone,Periféricos,Oeste,Carla Dias,2434,13,5389.200826121449,-2955.2,Desconhecida,,
2023-07-06,Teclado,Armazenamento,Leste,Ana Silva,5202,12,7920.646470714311,-2718.65,Desconhecida,,
2025-03-17,Headset,Informática,Sul,Carla Dias,7212,15,5306.932920191127,1905.07,Blumenau,-26.892992,-49.066471
2025-01-13,Headphone,Informática,Leste,Carla Dias,1739,18,5889.005354301973,-4150.01,Desconhecida,,
2023-04-08,Memória RAM,Periféricos,Leste,Diego Lima,9503,5,3158.155532224628,6344.84,Desconhecida,,
2023-02-24,Webcam,Periféricos,Norte,Diego Lima,2670,7,3509.102972232504,-839.0999999999999,Rio Branco,-9.999127,-67.776297
2024-09-14,Teclado,Periféricos,Norte,Carla Dias,4798,11,1221.5544587960096,3576.45,Manaus,-3.148104,-60.051888
2024-10-25,Webcam,Informática,Norte,Eva Santos,5879,26,6596.180116939776,-717.1800000000003,Manaus,-3.1192,-60.013656
2025-01-27,Memória RAM,Informática,Sul,Diego Lima,844,27,7453.987524626625,-6609.99,Caxias do Sul,-29.180126,-51.146724
2024-02-10,Mouse,Periféricos,Oeste,Carla Dias,7957,11,5017.630018857368,2939.37,Desconhecida,,
2023-03-10,Teclado,Armazenamento,Oeste,Ana Silva,3833,27,2801.686682887556,1031.31,Desconhecida,,
2025-01-20,Headphone,Periféricos,Sul,Eva Santos,6854,15,1299.8092969649808,5554.1900000000005,Maringá,-23.413725,-51.976386
2025-08-15,Teclado,Periféricos,Leste,Bruno Costa,7518,10,2180.0373392660945,5337.96,Desconhecida,,
2023-12-31,Webcam,Periféricos,Sul,Carla Dias,2121,15,2102.8505331465985,18.15000000000009,Florianópolis,-27.572612,-48.569194
2024-04-26,Headset,Periféricos,Leste,Carla Dias,9845,13,4939.140842575499,4905.86,Desconhecida,,
2023-07-20,Teclado,Informática,Sul,Eva Santos,8205,14,7564.696725679747,640.3000000000002,Blumenau,-26.885847,-49.107207
2023-06-03,Headphone,Armazenamento,Sul,Diego Lima,11591,17,462.3133447072132,11128.69,Maringá,-23.468124,-51.977671
2023-03-14,Mouse,Periféricos,Sul,Diego Lima,4368,13,88.09661278802812,4279.9,Caxias do Sul,-29.19433,-51.174573
2024-12-13,SSD,Armazenamento,Oeste,Diego Lima,11584,10,4833.440998969459,6750.56,Desconhecida,,
2023-10-23,Headset,Armazenamento,Norte,Bruno Costa,2018,25,2329.758859671345,-311.7600000000002,Rio Branco,-9.97651,-67.824834
2025-11-06,Mouse,Armazenamento,Sul,Eva Santos,1821,1,7053.942871324539,-5232.94,Blumenau,-26.954387,-49.03303
2023-03-02,Teclado,Periféricos,Oeste,Eva Santos,9424,1,2671.8224386140705,6752.18,Desconhecida,,
2025-07-27,Webcam,Informática,Norte,Diego Lima,1878,15,2374.721796188803,-496.7199999999998,Palmas,-10.210467,-48.307779
2023-02-11,Memória RAM,Periféricos,Norte,Diego Lima,7782,16,2214.5241200489145,5567.48,Palmas,-10.272768,-48.332443
2023-01-25,Webcam,Armazenamento,Sul,Ana Silva,6553,12,1227.2343919644934,5325.77,Londrina,-23.317842,-51.167456
2025-11-28,Headphone,Armazenamento,Leste,Ana Silva,6242,26,4685.721356274716,1556.2799999999995,Desconhecida,,
2023-05-11,Webcam,Informática,Leste,Carla Dias,2292,24,1412.2517304869432,879.75,Desconhecida,,
2023-04-18,Headset,Periféricos,Leste,Carla Dias,9490,6,3443.078785539104,6046.92,Desconhecida,,
2023-06-21,Webcam,Armazenamento,Sul,Eva Santos,6334,6,3730.898653864739,2603.1,Maringá,-23.410288,-51.969921
2023-04-12,Headphone,Informática,Leste,Eva Santos,6160,12,242.2970112735577,5917.7,Desconhecida,,
2025-05-15,SSD,Armazenamento,Oeste,Bruno Costa,403,25,213.11365618344857,189.89,Desconhecida,,
2024-06-07,Teclado,Informática,Oeste,Bruno Costa,4252,15,4200.084494954088,51.92000000000007,Desconhecida,,
2023-10-02,Memória RAM,Informática,Oeste,Ana Silva,3692,4,5592.595079254727,-1900.6000000000004,Desconhecida,,
2025-12-03,Teclado,Periféricos,Oeste,Carla Dias,2925,24,7541.768459660805,-4616.77,Desconhecida,,
2025-03-27,Webcam,Armazenamento,Norte,Ana Silva,7828,4,1498.6247305230845,6329.38,Palmas,-10.291914,-48.315087
2025-08-14,Mouse,Periféricos,Oeste,Ana Silva,6362,2,897.8097707337739,5464.1900000000005,Desconhecida,,
2025-11-06,Teclado,Armazenamento,Leste,Carla Dias,4787,27,492.5362228630353,4294.46,Desconhecida,,
2023-11-26,SSD,Periféricos,Sul,Bruno Costa,11675,24,3533.449336670566,8141.55,Porto Alegre,-30.058838,-51.248751
2023-01-12,Webcam,Armazenamento,Leste,Carla Dias,6184,12,5015.327149300779,1168.67,Desconhecida,,
2023-08-04,Memória RAM,Periféricos,Oeste,Diego Lima,11621,7,6737.182585470013,4883.82,Desconhecida,,
2023-12-05,Headphone,Informática,Norte,Diego Lima,11223,20,5486.5474677616,5736.45,Palmas,-10.223793,-48.285046
2024-10-22,SSD,Armazenamento,Oeste,Diego Lima,8607,9,1730.2174494728702,6876.78,Desconhecida,,
2024-01-09,Webcam,Armazenamento,Sul,Eva Santos,10682,9,3737.22130185853,6944.780000000001,Caxias do Sul,-29.188059,-51.196421
2025-09-02,SSD,Informática,Leste,Bruno Costa,6626,8,7289.94306276455,-663.9399999999996,Desconhecida,,
2024-12-10,Teclado,Periféricos,Sul,Bruno Costa,3298,14,2667.78921482078,630.21,Caxias do Sul,-29.120341,-51.187709
2024-04-10,Memória RAM,Armazenamento,Sul,Eva Santos,3509,1,4029.9444915280974,-520.94,Porto Alegre,-30.035888,-51.256971
2024-05-03,Headphone,Armazenamento,Sul,Ana Silva,1154,23,7671.837450378078,-6517.84,Caxias do Sul,-29.19413,-51.176636
2023-02-16,Webcam,Periféricos,Leste,Diego Lima,10436,21,5898.887404143686,4537.11,Desconhecida,,
2025-02-16,Headset,Informática,Oeste,Diego Lima,4867,23,6002.103854282201,-1135.1000000000004,Desconhecida,,
2025-11-05,Headphone,Periféricos,Sul,Ana Silva,3421,12,2078.4853149527626,1342.5100000000002,Maringá,-23.460807,-51.893272
2024-12-11,Headset,Periféricos,Leste,Carla Dias,359,25,3364.409096976615,-3005.41,Desconhecida,,
2024-02-05,SSD,Periféricos,Norte,Carla Dias,9229,2,732.1499317260359,8496.85,Rio Branco,-9.956215,-67.811737
2025-09-07,Mouse,Armazenamento,Leste,Bruno Costa,5689,13,4883.684867040227,805.3199999999997,Desconhecida,,
2023-09-07,Headphone,Informática,Norte,Eva Santos,303,27,901.542903176554,-598.54,Palmas,-10.240482,-48.342054
2024-01-26,SSD,Informática,Leste,Bruno Costa,3743,4,6700.4038910711615,-2957.4,Desconhecida,,
2023-12-01,Headset,Periféricos,Oeste,Carla Dias,8756,20,6531.265993198374,2224.73,Desconhecida,,
2024-09-20,Teclado,Armazenamento,Sul,Ana Silva,11766,18,4306.152400888692,7459.85,Londrina,-23.310787,-51.143988
2023-05-17,Teclado,Periféricos,Oeste,Bruno Costa,1434,19,1198.0349829204752,235.97000000000003,Desconhecida,,
2025-06-01,Mouse,Armazenamento,Leste,Diego Lima,3298,16,282.5855469057318,3015.41,Desconhecida,,
2024-11-18,Headphone,Armazenamento,Sul,Diego Lima,918,27,6389.932646937174,-5471.93,Florianópolis,-27.588243,-48.593093
2025-04-06,Headphone,Armazenamento,Norte,Ana Silva,9324,14,4833.112627050341,4490.89,Macapá,0.025328,-51.061102
2024-12-27,Headphone,Armazenamento,Leste,Carla Dias,5757,29,5710.5627230432365,46.4399999999996,Desconhecida,,
2024-08-16,SSD,Informática,Sul,Diego Lima,3352,8,2486.152435832031,865.8499999999999,Caxias do Sul,-29.153645,-51.150376
2025-09-16,Memória RAM,Armazenamento,Norte,Diego Lima,11868,12,4115.103283723804,7752.9,Rio Branco,-9.962924,-67.821149
2024-01-07,Memória RAM,Armazenamento,Norte,Eva Santos,2937,9,5997.619430674031,-3060.62,Manaus,-3.158881,-60.044384
2025-07-23,Mouse,Periféricos,Oeste,Bruno Costa,2360,6,3743.501401845293,-1383.5,Desconhecida,,
2025-09-21,Headphone,Periféricos,Leste,Carla Dias,9380,26,4842.963044328349,4537.04,Desconhecida,,
2024-02-06,SSD,Informática,Norte,Bruno Costa,7549,18,6334.647833519061,1214.3500000000004,Boa Vista,2.832727,-60.703626
2024-09-06,Teclado,Periféricos,Sul,Carla Dias,6488,2,1784.5475105097205,4703.45,Curitiba,-25.395656,-49.263954
2025-09-21,Headset,Armazenamento,Norte,Diego Lima,8883,23,602.15680371126,8280.84,Rio Branco,-9.966264,-67.841041
2024-09-11,SSD,Periféricos,Norte,Eva Santos,508,8,4292.042205621577,-3784.04,Rio Branco,-9.938989,-67.802568
2023-07-07,Memória RAM,Informática,Oeste,Bruno Costa,999,24,572.0361041031582,426.96,Desconhecida,,
2023-05-11,Memória RAM,Periféricos,Oeste,Diego Lima,7648,14,6151.133771384686,1496.87,Desconhecida,,
2025-03-15,Teclado,Periféricos,Sul,Carla Dias,4672,6,5776.154665259606,-1104.1499999999996,Joinville,-26.335197,-48.861362
2025-07-24,Teclado,Informática,Oeste,Bruno Costa,2694,10,7063.164358005152,-4369.16,Desconhecida,,
2025-09-12,Headset,Informática,Norte,Bruno Costa,1981,8,5145.331816428968,-3164.33,Palmas,-10.288525,-48.340469
2023-07-02,Teclado,Armazenamento,Norte,Diego Lima,1622,17,612.2047603588002,1009.8,Belém,-1.424227,-48.501866
2025-09-09,Mouse,Periféricos,Oeste,Bruno Costa,9778,25,2084.9648338777697,7693.04,Desconhecida,,
2023-12-30,Headset,Armazenamento,Norte,Eva Santos,479,29,6478.820208936737,-5999.82,Boa Vista,2.834366,-60.62989
2023-02-08,Teclado,Periféricos,Norte,Eva Santos,6001,12,1403.688745123615,4597.31,Manaus,-3.128786,-60.066606
2024-05-11,Webcam,Periféricos,Sul,Diego Lima,7182,17,5611.965305093908,1570.0299999999995,Blumenau,-26.881033,-49.063886
2025-09-08,SSD,Armazenamento,Oeste,Carla Dias,5416,13,6259.6539008901855,-843.6499999999996,Desconhecida,,
2025-07-09,Teclado,Periféricos,Norte,Diego Lima,4504,19,2694.4854390135097,1809.51,Palmas,-10.217155,-48.32444
2024-12-22,Mouse,Periféricos,Oeste,Eva Santos,6585,12,2632.5959893510358,3952.4,Desconhecida,,
2023-01-16,Headphone,Periféricos,Sul,Ana Silva,8128,16,4497.797235176444,3630.2,Maringá,-23.387585,-51.95558
2024-05-07,Teclado,Informática,Oeste,Ana Silva,4388,25,6901.387755417729,-2513.3900000000003,Desconhecida,,
2025-06-12,Memória RAM,Armazenamento,Norte,Bruno Costa,6262,27,1853.3371191547656,4408.66,Palmas,-10.205394,-48.321058
2023-11-07,Memória RAM,Informática,Oeste,Bruno Costa,4872,5,7534.764912655829,-2662.76,Desconhecida,,
2025-01-08,Memória RAM,Armazenamento,Norte,Ana Silva,1538,25,4825.019983775257,-3287.0200000000004,Boa Vista,2.785445,-60.716125
2024-06-29,Headphone,Armazenamento,Norte,Eva Santos,4335,16,7937.641653110028,-3602.6400000000003,Porto Velho,-8.787927,-63.866736
2024-02-18,Memória RAM,Periféricos,Norte,Bruno Costa,9061,25,789.7406940429553,8271.26,Porto Velho,-8.78853,-63.895539
2023-09-08,Webcam,Armazenamento,Sul,Diego Lima,3385,6,1082.372121133532,2302.63,Porto Alegre,-30.063087,-51.251379
2025-01-28,Teclado,Informática,Oeste,Diego Lima,4726,11,6627.003085410784,-1901.0,Desconhecida,,
2025-11-28,Memória RAM,Informática,Sul,Eva Santos,10473,17,6928.866693182486,3544.13,Maringá,-23.379279,-51.968201
2025-03-24,Headset,Informática,Oeste,Bruno Costa,1250,26,3608.032811897797,-2358.03,Desconhecida,,
2023-01-29,Headphone,Armazenamento,Sul,Diego Lima,9014,23,5735.443715047293,3278.5600000000004,Londrina,-23.271591,-51.156471
2025-08-15,Webcam,Informática,Leste,Bruno Costa,8858,14,6951.053716568665,1906.95,Desconhecida,,
2024-04-21,Headset,Armazenamento,Norte,Bruno Costa,2682,6,421.5720826931232,2260.43,Macapá,-0.013452,-51.023591
2023-11-14,Headset,Informática,Norte,Diego Lima,7920,25,4625.687350106608,3294.3100000000004,Boa Vista,2.83206,-60.647653
2023-09-02,Headset,Informática,Sul,Ana Silva,3820,23,6839.566878889797,-3019.57,Porto Alegre,-30.08336,-51.216727
2025-01-17,Headset,Armazenamento,Leste,Diego Lima,931,28,3233.3871611114178,-2302.39,Desconhecida,,
2024-11-27,Teclado,Informática,Norte,Eva Santos,3673,11,2474.8781604104206,1198.12,Porto Velho,-8.777228,-63.925417
2023-09-29,Memória RAM,Periféricos,Oeste,Carla Dias,11900,12,6381.996945951113,5518.0,Desconhecida,,
2024-01-12,SSD,Armazenamento,Sul,Diego Lima,6281,13,2739.4297413424624,3541.57,Curitiba,-25.461107,-49.291333
2023-09-23,Teclado,Armazenamento,Norte,Bruno Costa,10728,4,105.14044162126542,10622.86,Palmas,-10.269704,-48.319969
2025-07-14,Teclado,Armazenamento,Norte,Bruno Costa,4932,7,7679.814894022201,-2747.8100000000004,Belém,-1.441426,-48.4452
2025-07-09,Webcam,Periféricos,Sul,Diego Lima,9931,2,4769.616031900066,5161.38,Joinville,-26.325978,-48.829423
2023-12-06,Webcam,Armazenamento,Sul,Carla Dias,5145,6,6570.581916183764,-1425.58,Blumenau,-26.943161,-49.069728
2024-01-24,Memória RAM,Informática,Oeste,Diego Lima,1651,6,6616.388373754299,-4965.39,Desconhecida,,
2024-07-30,SSD,Informática,Oeste,Carla Dias,3230,18,605.9705293520439,2624.03,Desconhecida,,
2023-01-03,Webcam,Informática,Norte,Carla Dias,9418,20,1433.212779140801,7984.79,Manaus,-3.117343,-60.011306
2024-01-11,Memória RAM,Armazenamento,Norte,Eva Santos,9442,8,2544.075791616407,6897.92,Porto Velho,-8.807075,-63.940405
2023-11-20,Memória RAM,Informática,Sul,Bruno Costa,652,8,2619.938337527277,-1967.94,Joinville,-26.289,-48.799144
2023-05-26,Mouse,Armazenamento,Norte,Bruno Costa,9681,29,5297.58605203283,4383.41,Porto Velho,-8.755442,-63.875299
2023-10-20,SSD,Informática,Norte,Carla Dias,4035,8,5015.212732361263,-980.21,Manaus,-3.086323,-60.01718
2024-03-07,Webcam,Periféricos,Sul,Bruno Costa,8159,8,3997.1510418377247,4161.85,Porto Alegre,-30.014928,-51.181803
2024-12-05,SSD,Periféricos,Norte,Ana Silva,773,1,1753.208759885442,-980.21,Boa Vista,2.785729,-60.633182
2025-08-06,Teclado,Periféricos,Norte,Carla Dias,10228,2,3105.309079947203,7122.6900000000005,Porto Velho,-8.72758,-63.942726
2024-08-07,Teclado,Periféricos,Leste,Bruno Costa,11692,12,4385.264230244143,7306.74,Desconhecida,,
2024-02-03,SSD,Armazenamento,Oeste,Ana Silva,1200,15,3786.44409954322,-2586.44,Desconhecida,,
2025-03-27,Mouse,Informática,Sul,Eva Santos,7535,4,1088.156862113021,6446.84,Curitiba,-25.461801,-49.278191
2025-08-21,Mouse,Periféricos,Leste,Bruno Costa,6231,28,5224.1231085352365,1006.88,Desconhecida,,
2023-07-06,SSD,Armazenamento,Oeste,Ana Silva,5634,25,658.5700723404316,4975.43,Desconhecida,,
2023-03-02,Webcam,Periféricos,Oeste,Diego Lima,3922,3,3075.301890002156,846.6999999999998,Desconhecida,,
2025-07-27,Headphone,Periféricos,Oeste,Diego Lima,4066,14,5703.432433587815,-1637.4300000000003,Desconhecida,,
2024-12-10,Mouse,Armazenamento,Leste,Ana Silva,4168,22,238.58639339607555,3929.41,Desconhecida,,
2025-03-17,Headset,Armazenamento,Leste,Carla Dias,1479,23,4594.263926838904,-3115.26,Desconhecida,,
2023-01-11,Teclado,Informática,Oeste,Carla Dias,4264,8,2729.4061152149147,1534.59,Desconhecida,,
2025-12-21,SSD,Informática,Norte,Bruno Costa,3517,13,149.94819990805695,3367.05,Boa Vista,2.776658,-60.711384
2023-08-14,Headset,Periféricos,Norte,Diego Lima,8245,23,1587.835506802897,6657.16,Rio Branco,-9.96398,-67.851645
2024-07-17,SSD,Periféricos,Leste,Carla Dias,5291,19,7532.293850703583,-2241.29,Desconhecida,,
2025-02-10,Memória RAM,Informática,Leste,Carla Dias,4101,22,4207.499331600316,-106.5,Desconhecida,,
2025-06-03,Teclado,Informática,Leste,Diego Lima,5234,5,7978.039460662723,-2744.04,Desconhecida,,
2023-08-14,Teclado,Armazenamento,Oeste,Eva Santos,10839,13,4236.54866288875,6602.45,Desconhecida,,
2025-04-04,Mouse,Informática,Norte,Carla Dias,1723,28,4387.976385338924,-2664.98,Porto Velho,-8.725111,-63.868093
2023-08-06,Mouse,Informática,Leste,Ana Silva,2784,26,3183.396662428191,-399.4000000000001,Desconhecida,,
2025-07-25,Headset,Periféricos,Leste,Bruno Costa,2918,20,2535.5201163528013,382.48,Desconhecida,,
2025-01-22,Memória RAM,Informática,Sul,Carla Dias,5452,1,2072.240780812923,3379.76,Porto Alegre,-29.991418,-51.210579
2024-05-20,SSD,Periféricos,Oeste,Carla Dias,6400,16,2799.891279754937,3600.11,Desconhecida,,
2023-09-16,Memória RAM,Informática,Sul,Eva Santos,1361,29,3722.0205607314224,-2361.02,Florianópolis,-27.616545,-48.573869
2023-02-23,Teclado,Armazenamento,Norte,Ana Silva,9117,23,1600.5762458278573,7516.42,Porto Velho,-8.802957,-63.900744
2025-12-06,Headset,Informática,Sul,Bruno Costa,6105,24,1861.0107271011116,4243.99,Maringá,-23.407485,-51.931202
2024-12-27,Headphone,Informática,Sul,Carla Dias,1310,2,2230.634567854038,-920.63,Blumenau,-26.926541,-49.06966
2024-11-19,Headset,Informática,Sul,Bruno Costa,6127,7,3638.138344092246,2488.86,Caxias do Sul,-29.135506,-51.209562
2025-11-09,Webcam,Periféricos,Oeste,Diego Lima,7191,6,5250.281865168805,1940.7200000000005,Desconhecida,,
2024-02-23,Headset,Armazenamento,Norte,Carla Dias,2533,5,6860.677510267396,-4327.68,Belém,-1.448313,-48.453907
2024-11-20,Memória RAM,Informática,Sul,Carla Dias,10996,29,2354.084150522175,8641.92,Florianópolis,-27.557238,-48.525059
2025-04-29,Webcam,Periféricos,Oeste,Diego Lima,6026,4,1535.128455504184,4490.87,Desconhecida,,
2023-03-03,Webcam,Armazenamento,Norte,Eva Santos,3690,2,3080.471921616396,609.5300000000002,Porto Velho,-8.726566,-63.85109
2023-08-04,Webcam,Periféricos,Leste,Carla Dias,4785,10,7163.5139648650975,-2378.51,Desconhecida,,
2023-01-03,Headphone,Periféricos,Sul,Bruno Costa,1245,22,158.0969684301446,1086.9,Joinville,-26.309213,-48.806005
2023-06-09,Headset,Armazenamento,Norte,Ana Silva,6051,5,5448.719439177344,602.2799999999997,Rio Branco,-9.985957,-67.818353
2025-02-19,Memória RAM,Informática,Sul,Bruno Costa,8365,18,3859.1075675797256,4505.889999999999,Caxias do Sul,-29.195222,-51.14533
2025-06-11,Headset,Periféricos,Leste,Eva Santos,11898,10,1355.486022488586,10542.51,Desconhecida,,
2023-11-25,Headphone,Periféricos,Norte,Ana Silva,1229,23,2622.490488093776,-1393.4899999999998,Manaus,-3.144402,-60.022539
2024-08-02,Teclado,Informática,Oeste,Bruno Costa,8520,22,1861.6043475061083,6658.4,Desconhecida,,
2025-08-09,Mouse,Informática,Norte,Bruno Costa,2997,28,7032.430769689769,-4035.43,Boa Vista,2.830982,-60.679073
2024-09-26,Memória RAM,Armazenamento,Oeste,Diego Lima,2110,15,3896.437200844323,-1786.44,Desconhecida,,
2025-09-14,Memória RAM,Armazenamento,Norte,Eva Santos,1623,27,4539.706680750142,-2916.71,Manaus,-3.129136,-60.024512
2025-07-09,Headset,Armazenamento,Oeste,Diego Lima,5038,9,4782.005945149203,255.98999999999975,Desconhecida,,
2025-01-07,Mouse,Informática,Leste,Ana Silva,5129,11,5145.76762685066,-16.770000000000437,Desconhecida,,
2023-06-19,SSD,Periféricos,Leste,Diego Lima,1362,26,4004.801067777365,-2642.8,Desconhecida,,
2024-06-04,SSD,Periféricos,Leste,Eva Santos,5847,21,221.5583642236213,5625.44,Desconhecida,,
2023-02-09,Headphone,Armazenamento,Norte,Carla Dias,9151,25,2731.0036803640432,6420.0,Belém,-1.447532,-48.511669
2025-08-12,SSD,Informática,Leste,Carla Dias,569,25,1536.2760665102503,-967.28,Desconhecida,,
