Data,Produto,Categoria,Região,Vendedor,Vendas,Quantidade,Custo
2024-09-30,Webcam,Periféricos,Leste,Carla Dias,4038,23,3665.9235857302942
2023-02-25,Teclado,Periféricos,Leste,Bruno Costa,990,23,2006.7228290079331
2024-12-26,Headphone,Armazenamento,Sul,Carla Dias,10996,18,7028.80620268782
2024-06-09,Headset,Armazenamento,Leste,Carla Dias,6049,14,5963.837062033482
2024-04-18,Webcam,Periféricos,Leste,Bruno Costa,4268,19,7206.869672245624
2023-01-28,Webcam,Informática,Sul,Bruno Costa,715,28,6561.748968182762
2023-03-19,Headset,Periféricos,Oeste,Eva Santos,6155,26,7923.765482264592
2023-12-31,Webcam,Periféricos,Leste,Diego Lima,9306,10,1602.0080470584355
2024-10-27,Headset,Informática,Oeste,Ana Silva,10624,15,767.0423210074748
2024-06-09,Headphone,Periféricos,Leste,Ana Silva,9337,4,2749.0621073910875
2024-11-29,Teclado,Informática,Leste,Carla Dias,7376,23,1101.7130661842104
2025-06-01,Headset,Armazenamento,Sul,Eva Santos,9529,2,4223.190494217297
2025-10-27,Mouse,Armazenamento,Leste,Carla Dias,6040,3,5093.588930829321
2025-10-23,Headset,Informática,Norte,Ana Silva,4461,7,4660.045832173357
2025-07-07,Webcam,Armazenamento,Norte,Bruno Costa,11596,23,2133.1818722909393
2025-01-19,Memória RAM,Armazenamento,Sul,Diego Lima,7886,16,7277.886325272871
2023-12-29,Memória RAM,Informática,Oeste,Eva Santos,8998,10,247.68512078419735
2025-03-16,Headphone,Armazenamento,Oeste,Bruno Costa,3132,19,2836.2657618068642
2025-01-08,SSD,Periféricos,Oeste,Diego Lima,9455,28,5774.420405152643
2025-11-04,Headphone,Periféricos,Norte,Eva Santos,6233,17,6154.077096685342
2024-04-29,SSD,Informática,Oeste,Eva Santos,706,28,3375.6588719003307
2023-01-28,Memória RAM,Armazenamento,Oeste,Ana Silva,3169,19,213.92572099042735
2024-12-14,Memória RAM,Periféricos,Sul,Bruno Costa,10646,5,4974.90593866
2025-11-28,Headset,Periféricos,Oeste,Eva Santos,2730,23,579.7098749710684
2023-03-27,Teclado,Armazenamento,Norte,Eva Santos,8296,20,934.2177471358348
2023-05-06,Mouse,Armazenamento,Norte,Diego Lima,8393,13,5229.985699597824
2025-03-22,Headphone,Periféricos,Norte,Ana Silva,9703,13,2554.9075430514104
2024-06-20,Webcam,Periféricos,Sul,Carla Dias,9536,11,2836.398809449363
2023-05-25,SSD,Informática,Sul,Ana Silva,4169,11,3935.512049707288
2023-01-25,Webcam,Informática,Leste,Carla Dias,3288,16,7830.340887286242
2023-03-08,Teclado,Periféricos,Oeste,Bruno Costa,9990,15,7726.302388250587
2023-08-21,SSD,Informática,Sul,Bruno Costa,821,17,3376.787114931795
2023-04-19,Headphone,Periféricos,Norte,Eva Santos,927,22,2182.753800368795
2023-04-21,Headset,Periféricos,Norte,Bruno Costa,5077,18,2476.529849099797
2023-08-16,Webcam,Informática,Sul,Eva Santos,10621,28,2208.7478814399046
2023-04-21,Teclado,Informática,Sul,Ana Silva,3172,19,4295.386792562903
2023-02-03,Headphone,Armazenamento,Sul,Bruno Costa,2010,4,4886.329677783354
2024-09-14,Memória RAM,Armazenamento,Leste,Ana Silva,3289,22,3951.132754778955
2025-01-17,Memória RAM,Armazenamento,Norte,Ana Silva,1224,22,3311.3153490053664
2024-08-17,Headphone,Periféricos,Leste,Bruno Costa,10058,23,1753.3774975539072
2024-02-29,Headphone,Informática,Leste,Ana Silva,9625,5,3901.4442837463375
2024-09-04,Headphone,Periféricos,Oeste,Bruno Costa,6913,7,2781.5334933154677
2024-11-22,SSD,Informática,Norte,Bruno Costa,2136,2,4369.4360653628755
2023-11-11,Headphone,Periféricos,Norte,Bruno Costa,10975,1,5427.500170852061
2025-05-26,Webcam,Armazenamento,Sul,Carla Dias,9343,12,5095.832421537956
2024-10-23,Teclado,Armazenamento,Sul,Ana Silva,6477,10,3742.9224664122994
2023-10-04,SSD,Armazenamento,Oeste,Diego Lima,1196,8,4483.935200297291
2024-09-15,Headphone,Periféricos,Leste,Bruno Costa,2326,1,2336.0605572092168
2024-05-30,Mouse,Informática,Sul,Ana Silva,2488,12,271.9828514573263
2025-04-22,Mouse,Informática,Sul,Eva Santos,10197,2,5030.154077011384
2023-12-16,Teclado,Armazenamento,Norte,Bruno Costa,650,27,2080.3429883704803
2025-04-02,Memória RAM,Armazenamento,Norte,Bruno Costa,2383,28,5378.113383740734
2025-01-28,Headset,Armazenamento,Sul,Diego Lima,10881,10,5996.307316807918
2025-06-17,Headset,Armazenamento,Norte,Carla Dias,4758,22,7334.147749141946
2023-08-31,Memória RAM,Informática,Oeste,Carla Dias,7384,17,7668.332540198535
2024-06-26,SSD,Periféricos,Sul,Bruno Costa,8122,26,163.36628677283542
2025-11-29,SSD,Periféricos,Norte,Ana Silva,6760,3,7923.763738088728
2023-08-17,SSD,Periféricos,Oeste,Eva Santos,10674,7,5489.505082473755
2024-07-01,Headset,Periféricos,Norte,Eva Santos,750,12,5176.711350163579
2025-07-08,Mouse,Armazenamento,Norte,Ana Silva,4434,8,200.48771394721484
2023-01-06,Headset,Armazenamento,Norte,Bruno Costa,9330,20,6900.968622142961
2024-04-12,Webcam,Armazenamento,Sul,Eva Santos,10223,12,1232.2922622027847
2023-03-16,Headphone,Periféricos,Leste,Carla Dias,4633,3,6711.654819149685
2023-01-04,SSD,Armazenamento,Norte,Ana Silva,6051,17,203.25536636903075
2024-10-07,Mouse,Armazenamento,Oeste,Diego Lima,6279,28,5196.036958993357
2023-04-28,Teclado,Informática,Sul,Bruno Costa,1904,9,3523.628147457036
2025-05-30,Teclado,Informática,Sul,Ana Silva,2614,10,1670.0724941499343
2024-05-18,Headphone,Armazenamento,Oeste,Eva Santos,10565,22,931.8862228218381
2025-08-04,Mouse,Informática,Norte,Bruno Costa,4632,6,3565.8113566469056
2024-07-27,Headset,Informática,Leste,Carla Dias,9836,25,1056.5819781456842
2023-07-13,Headset,Armazenamento,Norte,Bruno Costa,9194,1,3932.6571645930962
2025-04-26,Webcam,Armazenamento,Oeste,Bruno Costa,7550,22,5031.71910453059
2024-12-15,Webcam,Armazenamento,Sul,Carla Dias,6956,12,6632.882813370276
2025-11-15,Headset,Armazenamento,Leste,Carla Dias,8793,5,5454.903542488304
2023-06-22,Teclado,Periféricos,Sul,Bruno Costa,10666,13,596.3821523127117
2023-11-22,SSD,Periféricos,Oeste,Carla Dias,7546,27,2514.8656577788706
2025-04-15,Teclado,Armazenamento,Norte,Ana Silva,7488,15,2360.7905748254034
2024-12-24,Webcam,Informática,Leste,Carla Dias,10100,22,7327.056793890987
2023-08-13,Headphone,Armazenamento,Sul,Carla Dias,11695,11,6952.833791590687
2024-06-15,Headset,Armazenamento,Sul,Bruno Costa,5391,8,3011.5715133353024
2023-04-23,Webcam,Informática,Sul,Ana Silva,7544,5,643.5496265900423
2023-05-20,Webcam,Periféricos,Norte,Diego Lima,6587,2,7161.329957013489
2024-07-12,SSD,Armazenamento,Leste,Diego Lima,4845,12,7114.464427476363
2023-01-01,Headset,Armazenamento,Norte,Eva Santos,11680,28,6849.589365683342
2023-03-31,SSD,Periféricos,Norte,Carla Dias,2738,2,6773.046570865173
2024-10-15,Headset,Periféricos,Norte,Carla Dias,1932,26,3883.611688602345
2023-11-16,SSD,Informática,Oeste,Ana Silva,6097,16,1485.258685816818
2023-05-19,Teclado,Periféricos,Oeste,Diego Lima,6744,21,3861.7053596624273
2025-04-24,Headphone,Periféricos,Oeste,Eva Santos,3670,3,3997.214343702162
2023-09-16,Headphone,Periféricos,Leste,Ana Silva,10121,10,3960.259485699297
2025-06-20,Headset,Informática,Norte,Carla Dias,11474,19,4347.07888203172
2024-11-20,Mouse,Periféricos,Norte,Diego Lima,11915,8,2120.6436220899486
2023-01-10,Memória RAM,Periféricos,Oeste,Eva Santos,3368,7,2980.630154578231
2023-09-18,Webcam,Informática,Norte,Bruno Costa,3907,1,3518.7578083506787
2023-06-21,Webcam,Periféricos,Norte,Diego Lima,4166,12,1118.4799793706788
2025-06-16,Headset,Periféricos,Sul,Eva Santos,2987,29,3686.4839457270837
2023-01-13,SSD,Informática,Norte,Ana Silva,10723,28,6498.919367191176
2023-11-17,Mouse,Armazenamento,Sul,Bruno Costa,6150,5,6638.23157844438
2023-11-25,Teclado,Informática,Norte,Eva Santos,7184,16,3339.58507345616
2025-02-23,SSD,Periféricos,Leste,Eva Santos,7459,25,4188.961831708079
2025-02-15,SSD,Periféricos,Oeste,Carla Dias,4389,4,346.5106305096486
2025-06-29,Headset,Periféricos,Sul,Diego Lima,4578,17,5421.505847231288
2023-11-14,Headset,Informática,Oeste,Carla Dias,9761,24,3284.4785929391555
2023-08-24,Webcam,Periféricos,Sul,Bruno Costa,4300,21,3608.1832500200985
2023-11-30,Headset,Periféricos,Sul,Eva Santos,9672,2,6999.487999263737
2024-01-11,Headset,Informática,Sul,Carla Dias,11259,12,3737.7287217200183
2024-08-10,Headset,Armazenamento,Leste,Diego Lima,1596,1,247.84259012459387
2024-05-27,Webcam,Armazenamento,Norte,Bruno Costa,9782,12,1881.727855682974
2025-07-06,Teclado,Periféricos,Sul,Ana Silva,11186,12,3846.915265321411
2025-05-22,Teclado,Informática,Leste,Carla Dias,6618,12,3441.218638568403
2023-09-27,Memória RAM,Periféricos,Sul,Bruno Costa,5940,19,6894.131487261407
2025-03-08,Memória RAM,Informática,Norte,Ana Silva,4325,25,4373.72907370484
2024-12-25,Headset,Informática,Sul,Carla Dias,5230,17,5541.915075967759
2023-01-05,Memória RAM,Armazenamento,Leste,Bruno Costa,1014,20,3797.040512584283
2025-04-30,Webcam,Armazenamento,Norte,Bruno Costa,7010,24,3562.073413748586
2023-03-19,Teclado,Informática,Leste,Carla Dias,8813,24,3614.5904143168623
2024-07-27,SSD,Periféricos,Norte,Bruno Costa,6367,26,3334.4988319752038
2023-05-12,Teclado,Armazenamento,Norte,Eva Santos,5822,28,4345.580415965291
2024-08-23,Teclado,Periféricos,Oeste,Carla Dias,1652,11,2063.511741888541
2025-12-01,Webcam,Armazenamento,Oeste,Bruno Costa,4834,13,7137.157135227221
2023-03-30,Memória RAM,Armazenamento,Oeste,Ana Silva,1560,27,2718.0375409034737
2024-02-06,SSD,Periféricos,Norte,Ana Silva,3920,8,1248.388766684587
2023-10-23,Webcam,Armazenamento,Sul,Eva Santos,10247,10,844.6797904941413
2024-09-07,Headset,Armazenamento,Leste,Carla Dias,4809,8,186.30948775141067
2025-03-10,Headphone,Periféricos,Leste,Bruno Costa,4151,20,3429.020142249543
2024-02-26,Teclado,Armazenamento,Leste,Bruno Costa,11846,8,1565.8790292797635
2025-11-12,Headphone,Armazenamento,Oeste,Ana Silva,3633,9,251.45138849100348
2024-07-28,Webcam,Armazenamento,Norte,Eva Santos,4712,7,4198.554806613028
2023-05-23,Webcam,Periféricos,Oeste,Ana Silva,748,14,5465.430105314031
2025-09-19,Webcam,Informática,Sul,Ana Silva,9333,28,759.1483232159464
2024-10-26,Headphone,Periféricos,Norte,Eva Santos,10274,2,3730.492521523704
2023-05-25,Webcam,Informática,Leste,Carla Dias,11126,25,5969.539134517913
2025-10-03,Headset,Armazenamento,Oeste,Bruno Costa,3191,11,7887.590022386727
2024-05-17,Webcam,Informática,Oeste,Carla Dias,8310,8,5364.1475295690825
2025-03-31,Mouse,Periféricos,Sul,Diego Lima,6541,13,2019.129242411403
2023-04-14,Memória RAM,Periféricos,Sul,Diego Lima,7437,21,5755.104827049677
2025-11-28,Headphone,Armazenamento,Oeste,Diego Lima,216,15,4815.601060413053
2023-07-17,Mouse,Informática,Sul,Eva Santos,8273,28,1757.450365565858
2024-08-01,Webcam,Armazenamento,Leste,Ana Silva,11740,3,6820.797740712634
2024-01-26,Headset,Armazenamento,Sul,Carla Dias,2900,23,3465.043063642599
2024-07-07,Teclado,Periféricos,Sul,Bruno Costa,8811,14,7698.863025494277
2025-11-04,SSD,Informática,Oeste,Diego Lima,10066,15,5805.375978986402
2024-04-22,Memória RAM,Informática,Oeste,Carla Dias,6956,2,5184.940184684031
2025-07-11,SSD,Informática,Norte,Diego Lima,6579,29,5848.5544728143705
2024-02-24,Webcam,Informática,Norte,Diego Lima,8273,19,3866.5283890403143
2023-06-06,Memória RAM,Armazenamento,Oeste,Bruno Costa,1781,12,4081.3937041892577
2024-07-03,Memória RAM,Armazenamento,Sul,Eva Santos,6602,25,6821.562492722372
2025-10-17,Headset,Periféricos,Sul,Ana Silva,924,20,5472.954010216543
2025-09-23,Memória RAM,Armazenamento,Norte,Eva Santos,11354,4,7186.167135517802
2025-08-08,Headphone,Armazenamento,Norte,Carla Dias,6257,3,7135.347888308207
2023-10-16,Mouse,Periféricos,Norte,Eva Santos,7954,5,7813.801069630454
2023-07-15,Mouse,Periféricos,Leste,Carla Dias,10845,3,5625.7000980550465
2024-08-20,Mouse,Periféricos,Leste,Carla Dias,9828,25,4058.229603880997
2024-05-31,Headphone,Armazenamento,Norte,Ana Silva,4169,15,1397.1886656559323
2025-05-14,SSD,Armazenamento,Sul,Bruno Costa,1079,19,5666.614032407545
2025-03-16,Headset,Periféricos,Norte,Ana Silva,3162,2,2389.2955167386513
2025-03-25,Memória RAM,Periféricos,Leste,Eva Santos,5174,12,2320.944738855663
2023-08-16,Headphone,Periféricos,Sul,Carla Dias,6414,5,1967.2391894686994
2023-08-04,Mouse,Armazenamento,Leste,Diego Lima,8123,22,7010.966694223485
2025-08-05,Webcam,Armazenamento,Sul,Diego Lima,9847,17,6954.278417722693
2023-01-15,Teclado,Informática,Leste,Carla Dias,4879,14,5077.2859233708605
2023-02-16,Memória RAM,Armazenamento,Sul,Ana Silva,8111,28,3826.009372456228
2023-11-20,Headphone,Armazenamento,Sul,Bruno Costa,11286,27,5403.146523982488
2025-04-23,Headphone,Armazenamento,Sul,Ana Silva,2969,22,4889.257246363254
2023-05-10,Headset,Periféricos,Sul,Carla Dias,6805,10,3372.615246721228
2023-04-05,Headset,Armazenamento,Oeste,Carla Dias,1334,3,3086.676470486224
2024-09-18,Headphone,Periféricos,Leste,Bruno Costa,8630,4,3111.7309205111737
2025-01-24,Mouse,Informática,Leste,Eva Santos,6493,6,4745.936552995823
2025-03-04,Teclado,Informática,Oeste,Eva Santos,10153,24,5209.541300476941
2023-03-10,Memória RAM,Periféricos,Sul,Bruno Costa,677,25,3657.7946878423004
2023-01-11,Headset,Periféricos,Sul,Eva Santos,1066,22,7752.036285687301
2025-05-21,Memória RAM,Periféricos,Leste,Diego Lima,10050,16,744.0580865954898
2024-07-03,Mouse,Armazenamento,Oeste,Eva Santos,3724,7,2828.612445553914
2024-12-12,Memória RAM,Informática,Sul,Eva Santos,3469,15,3399.071490353492
2023-01-23,Webcam,Periféricos,Sul,Eva Santos,1556,21,214.01704024234948
2025-03-25,Headset,Armazenamento,Sul,Diego Lima,1391,28,2970.460926332343
2023-12-12,Mouse,Informática,Norte,Eva Santos,5356,25,2247.7825440089127
2023-10-29,Mouse,Armazenamento,Oeste,Diego Lima,7399,20,4087.8072602016478
2023-12-29,Teclado,Informática,Sul,Bruno Costa,3283,26,2744.3715336914925
2024-01-31,Teclado,Armazenamento,Norte,Ana Silva,948,11,5831.362508775973
2023-08-06,Webcam,Informática,Oeste,Bruno Costa,1673,22,4118.665363628576
2023-05-21,Mouse,Informática,Sul,Ana Silva,7359,21,1107.7168892904137
2025-08-15,SSD,Armazenamento,Leste,Bruno Costa,5078,1,6020.48568722323
2025-09-11,Mouse,Periféricos,Norte,Ana Silva,3038,5,865.8928569747986
2025-09-19,Teclado,Informática,Norte,Ana Silva,2840,13,6725.26941118851
2025-04-07,SSD,Periféricos,Sul,Carla Dias,4241,21,7456.863777162857
2024-11-13,Headset,Armazenamento,Sul,Ana Silva,7432,14,2633.766698264043
2025-09-30,Headset,Periféricos,Norte,Ana Silva,9583,9,7415.049655442413
2023-12-22,Memória RAM,Periféricos,Leste,Carla Dias,6399,17,6360.6246202505035
2025-10-04,Headphone,Periféricos,Leste,Eva Santos,840,15,7385.6900391498575
2025-06-06,Teclado,Periféricos,Oeste,Eva Santos,8869,21,5356.859484413114
2023-05-07,Headphone,Periféricos,Sul,Carla Dias,1645,7,1946.3007922176612
2025-10-05,SSD,Informática,Leste,Diego Lima,11235,27,7164.6240363349025
2024-08-26,Teclado,Informática,Oeste,Ana Silva,1042,22,1539.3794032722903
2025-10-10,Webcam,Informática,Leste,Ana Silva,8728,22,1767.4395640588814
2023-02-20,Mouse,Armazenamento,Sul,Carla Dias,9591,12,2226.818881911681
2025-11-18,Webcam,Periféricos,Oeste,Carla Dias,10870,23,2489.6307869737507
2025-02-17,SSD,Informática,Oeste,Diego Lima,6023,6,4154.678765677762
2025-03-24,Teclado,Armazenamento,Oeste,Eva Santos,4653,21,5730.582294637629
2024-02-24,SSD,Informática,Leste,Bruno Costa,11870,16,7415.568741253415
2025-09-09,Mouse,Informática,Sul,Eva Santos,1047,26,780.4256916971793
2025-04-04,Headset,Periféricos,Oeste,Ana Silva,860,5,7638.605348847628
2025-10-21,Headset,Armazenamento,Norte,Carla Dias,3845,9,7376.877899406762
2024-07-20,SSD,Periféricos,Sul,Diego Lima,2836,14,507.6743940738284
2024-01-06,Headphone,Periféricos,Norte,Eva Santos,7338,8,2933.7434105171765
2025-07-24,Teclado,Informática,Norte,Diego Lima,5928,14,6520.0956511707445
2024-10-22,Teclado,Periféricos,Oeste,Eva Santos,7918,12,4923.6862401968565
2025-08-26,Headset,Armazenamento,Oeste,Ana Silva,5163,10,6250.424031583621
2023-07-21,Memória RAM,Periféricos,Leste,Bruno Costa,4662,20,5774.744043215909
2023-11-09,Webcam,Periféricos,Leste,Diego Lima,565,20,4014.4192959671354
2023-04-27,Memória RAM,Periféricos,Leste,Diego Lima,9813,26,406.4469239374603
2025-07-25,Mouse,Informática,Sul,Bruno Costa,4330,21,4707.4041603508485
2024-07-28,Webcam,Armazenamento,Leste,Diego Lima,4412,13,464.6478922296241
2023-09-01,Webcam,Informática,Norte,Diego Lima,10773,29,4861.515602878237
2024-06-20,SSD,Informática,Leste,Eva Santos,2665,19,6419.254030949932
2023-03-16,Headset,Informática,Oeste,Eva Santos,9437,15,4713.134649719195
2024-01-21,Memória RAM,Informática,Leste,Bruno Costa,9151,8,7976.412692128641
2024-04-19,Memória RAM,Informática,Sul,Ana Silva,11386,23,3690.46268142903
2024-02-22,Headset,Armazenamento,Sul,Diego Lima,5790,21,6010.713511743581
2023-12-13,Memória RAM,Periféricos,Norte,Ana Silva,6766,10,5364.3292705959075
2024-10-01,Headset,Informática,Sul,Bruno Costa,1142,3,7932.138997140057
2025-07-27,SSD,Informática,Leste,Bruno Costa,9623,21,5728.694520210673
2025-08-12,Headphone,Armazenamento,Oeste,Eva Santos,4520,3,1379.123393158364
2025-05-25,Webcam,Armazenamento,Sul,Diego Lima,1923,26,7647.700234824548
2025-02-01,SSD,Periféricos,Norte,Carla Dias,3711,5,5368.79563345043
2024-10-25,Teclado,Armazenamento,Leste,Bruno Costa,3966,16,549.958787986608
2023-01-25,Mouse,Periféricos,Norte,Diego Lima,6783,17,5287.94098181413
2024-12-10,Headphone,Informática,Sul,Ana Silva,1906,6,7074.305700864218
2023-06-26,Teclado,Informática,Sul,Eva Santos,2523,26,4650.171546960998
2023-10-12,Webcam,Periféricos,Norte,Ana Silva,2726,20,2883.835533213529
2023-03-04,Memória RAM,Armazenamento,Leste,Bruno Costa,9233,20,6581.604301839278
2025-09-29,Headset,Periféricos,Sul,Bruno Costa,4334,16,6277.495104990169
2024-10-23,Webcam,Armazenamento,Oeste,Ana Silva,9049,24,4389.922661511902
2024-10-27,SSD,Informática,Sul,Bruno Costa,2547,2,1302.5452175755306
2023-06-05,Mouse,Armazenamento,Leste,Diego Lima,10476,20,2067.8129653435963
2025-12-08,SSD,Periféricos,Sul,Bruno Costa,10696,15,5928.7930597139575
2025-08-24,Headphone,Periféricos,Norte,Eva Santos,6119,18,6464.170749927825
2025-04-28,Headphone,Informática,Sul,Diego Lima,4685,1,2291.781002084639
2024-11-19,Mouse,Armazenamento,Sul,Carla Dias,7033,26,2994.44181131935
2023-05-28,Teclado,Armazenamento,Leste,Bruno Costa,8277,29,694.8445311783776
2023-12-08,Teclado,Armazenamento,Norte,Bruno Costa,9318,29,5730.618631062678
2024-04-20,Headphone,Informática,Leste,Eva Santos,884,19,108.33415323224827
2025-12-22,Headphone,Armazenamento,Sul,Eva Santos,10810,12,448.6088480550191
2024-07-14,Memória RAM,Periféricos,Oeste,Ana Silva,10882,8,114.4050168499921
2023-11-23,Headset,Armazenamento,Sul,Ana Silva,782,6,5190.931100033925
2025-09-16,Memória RAM,Informática,Leste,Ana Silva,4418,12,3385.7060513883284
2023-08-03,Memória RAM,Armazenamento,Oeste,Eva Santos,4249,7,2436.5703498391754
2024-03-10,Teclado,Armazenamento,Leste,Ana Silva,3051,18,7308.592002028314
2025-08-09,Mouse,Periféricos,Leste,Ana Silva,1813,22,1606.9981338387247
2024-12-23,Teclado,Armazenamento,Norte,Carla Dias,10357,14,3163.7946422206924
2023-02-01,Headset,Periféricos,Oeste,Ana Silva,5741,8,7527.269463347793
2024-10-31,SSD,Periféricos,Sul,Bruno Costa,11523,24,3462.683977669376
2023-10-12,Headphone,Informática,Leste,Eva Santos,10972,20,4473.173990324698
2024-03-04,Headphone,Periféricos,Sul,Diego Lima,4022,22,716.2679832303415
2023-10-13,Headset,Periféricos,Norte,Carla Dias,1204,14,6338.117784196222
2025-11-08,Memória RAM,Informática,Norte,Eva Santos,8722,5,3428.249514538846
2023-01-18,Mouse,Periféricos,Oeste,Eva Santos,3232,9,6420.079786819989
2025-02-07,Headphone,Informática,Norte,Bruno Costa,10733,8,2090.0773290434577
2024-08-12,Webcam,Armazenamento,Norte,Ana Silva,8157,2,3426.0317044463677
2025-10-06,Memória RAM,Informática,Sul,Bruno Costa,9934,28,6309.467576010882
2023-07-13,Headphone,Periféricos,Norte,Ana Silva,4411,16,7793.111914985627
2024-05-16,Webcam,Informática,Norte,Ana Silva,11089,13,552.2341531471694
2025-09-14,Headset,Periféricos,Leste,Eva Santos,2539,7,6514.652925157722
2023-04-24,Headset,Armazenamento,Norte,Ana Silva,3703,16,2461.457415606713
2025-08-04,Memória RAM,Informática,Leste,Carla Dias,5288,7,4441.886784657291
2025-04-10,Headphone,Armazenamento,Norte,Carla Dias,11369,27,2377.5307384099233
2025-07-13,Teclado,Periféricos,Norte,Carla Dias,9549,14,4938.488142738483
2023-02-24,Webcam,Periféricos,Oeste,Eva Santos,694,14,2882.1184187002864
2025-03-10,Mouse,Armazenamento,Oeste,Bruno Costa,11423,12,2722.2299365432373
2025-02-16,Headphone,Informática,Leste,Diego Lima,3813,1,380.47143845260933
2023-06-11,Mouse,Informática,Norte,Ana Silva,2389,1,1243.9264147581873
2023-03-28,Headphone,Periféricos,Sul,Diego Lima,10709,12,7343.259335014593
2023-02-24,Teclado,Armazenamento,Oeste,Bruno Costa,3923,20,7986.357236676111
2025-10-28,Teclado,Armazenamento,Sul,Bruno Costa,2777,21,6261.722960887283
2025-04-12,Memória RAM,Informática,Oeste,Eva Santos,6768,15,2351.555988206015
2023-11-09,Memória RAM,Informática,Oeste,Carla Dias,6930,4,3267.3654964732527
2025-01-28,Teclado,Informática,Norte,Carla Dias,10816,7,5936.8673628561755
2024-03-18,SSD,Armazenamento,Oeste,Bruno Costa,8165,16,7750.627370514929
2023-11-24,Teclado,Informática,Sul,Eva Santos,3280,3,3687.3316721765914
2025-12-13,Headset,Informática,Oeste,Eva Santos,11849,7,6649.817529083927
2025-01-30,Headset,Periféricos,Leste,Ana Silva,246,29,7802.545866981838
2024-08-01,SSD,Informática,Norte,Carla Dias,4008,24,6997.907514763554
2025-12-10,Webcam,Informática,Norte,Bruno Costa,2858,22,1879.0259944289094
2025-10-03,Mouse,Armazenamento,Leste,Diego Lima,5547,6,143.61236189493366
2023-04-06,Headphone,Armazenamento,Leste,Carla Dias,11678,16,3977.2871066762477
2025-03-24,Headphone,Periféricos,Leste,Ana Silva,6302,24,4288.377787026513
2024-05-05,SSD,Informática,Oeste,Eva Santos,606,8,1673.9028872452634
2024-03-27,Headset,Periféricos,Norte,Bruno Costa,6064,23,2334.621184218796
2023-06-14,Memória RAM,Armazenamento,Leste,Carla Dias,4518,22,6140.013033920492
2023-07-01,Headphone,Periféricos,Oeste,Diego Lima,11329,6,3805.1502890080196
2024-04-13,Headset,Armazenamento,Leste,Ana Silva,4238,10,2593.4443421140327
2025-06-28,Webcam,Periféricos,Sul,Ana Silva,9373,16,5011.198136706402
2025-01-04,Mouse,Periféricos,Sul,Carla Dias,8549,11,5249.857267330913
2025-04-02,Webcam,Informática,Norte,Diego Lima,2087,13,6173.6145525791535
2025-08-01,SSD,Periféricos,Oeste,Ana Silva,1296,29,1321.1376224423195
2023-01-07,Teclado,Informática,Sul,Bruno Costa,5302,6,5952.816638429763
2023-11-26,Teclado,Informática,Sul,Ana Silva,4449,24,4827.4728655145145
2025-02-13,Teclado,Informática,Oeste,Diego Lima,8268,1,535.9691731981532
2023-05-31,Webcam,Informática,Leste,Eva Santos,10906,21,6237.369375767016
2023-05-27,Headphone,Periféricos,Oeste,Eva Santos,8784,19,3113.9958281588256
2025-07-03,Mouse,Armazenamento,Leste,Carla Dias,7909,12,2696.6169998907294
2024-11-30,Teclado,Armazenamento,Sul,Diego Lima,8103,24,3628.7552005265443
2023-03-23,SSD,Armazenamento,Sul,Ana Silva,4934,27,2821.7066122645424
2024-05-28,SSD,Periféricos,Sul,Ana Silva,9174,6,2759.2218903024796
2025-03-25,Teclado,Informática,Norte,Eva Santos,1611,18,6479.975128188954
2024-12-09,Teclado,Armazenamento,Norte,Eva Santos,11858,13,1066.0816145762828
2025-01-15,Mouse,Periféricos,Norte,Bruno Costa,1309,7,7767.152537431072
2025-10-19,Teclado,Informática,Oeste,Eva Santos,536,23,4475.058623444799
2024-12-07,Mouse,Armazenamento,Sul,Bruno Costa,10383,13,1528.7580674967983
2024-04-15,SSD,Informática,Sul,Ana Silva,7342,21,1119.2266248189571
2024-01-31,Teclado,Armazenamento,Oeste,Bruno Costa,10895,8,4764.755494509062
2023-09-18,Webcam,Armazenamento,Norte,Bruno Costa,10060,21,5093.35559526767
2025-03-15,Memória RAM,Armazenamento,Oeste,Carla Dias,4925,17,499.9641065561012
2025-07-22,Webcam,Informática,Norte,Eva Santos,3559,9,2004.5751598999836
2025-06-23,SSD,Periféricos,Sul,Bruno Costa,839,20,6380.058416074021
2025-12-12,Mouse,Informática,Leste,Ana Silva,7178,13,473.0270517287219
2025-07-28,Webcam,Armazenamento,Norte,Diego Lima,7412,2,6852.302218135806
2025-05-03,Mouse,Informática,Sul,Bruno Costa,5814,4,5292.646814088562
2024-08-15,Webcam,Periféricos,Sul,Eva Santos,6916,29,3520.632214156582
2024-12-14,Webcam,Informática,Leste,Carla Dias,9511,25,2823.748163849654
2024-09-23,Mouse,Periféricos,Sul,Ana Silva,1102,2,232.4517936832402
2023-02-28,Headphone,Periféricos,Sul,Carla Dias,6292,4,6615.702370354597
2023-05-08,Webcam,Informática,Norte,Diego Lima,6117,18,1210.3570834308216
2025-01-05,Teclado,Armazenamento,Norte,Bruno Costa,7355,5,2531.5725755477374
2024-12-21,Memória RAM,Periféricos,Leste,Bruno Costa,11838,19,4587.3272844734065
2024-06-09,SSD,Informática,Leste,Eva Santos,2634,10,2028.2613925643336
2024-06-04,Headphone,Periféricos,Sul,Bruno Costa,2004,18,4017.3524729174346
2024-07-05,Mouse,Armazenamento,Norte,Ana Silva,11781,25,6489.995203610522
2023-08-25,Headphone,Informática,Leste,Diego Lima,3381,21,3806.660443538977
